order_item_id,order_id,inventory_id,quantity_ordered,unit_price_at_purchase,line_total
ITEM0000168,ORD0000686,INV000188,4,706.89,2827.56
ITEM0000169,ORD0000166,INV000063,3,369.76,1109.28
ITEM0000170,ORD0000879,INV000044,4,896.87,3587.48
ITEM0000171,ORD0000766,INV000444,5,552.08,2760.4
ITEM0000172,ORD0000025,INV000016,5,919.46,4597.3
ITEM0000173,ORD0000475,INV000425,4,964.65,3858.6
ITEM0000174,ORD0000896,INV000322,2,497.89,995.78
ITEM0000175,ORD0000190,INV000489,4,431.7,1726.8
ITEM0000176,ORD0000642,INV000354,3,1376.51,4129.53
ITEM0000177,ORD0000721,INV000235,4,95.52,382.08
ITEM0000178,ORD0000882,INV000243,1,1198.78,1198.78
ITEM0000179,ORD0000395,INV000204,1,1499.06,1499.06
ITEM0000180,ORD0000544,INV000213,3,1099.88,3299.64
ITEM0000181,ORD0000304,INV000421,1,1264.58,1264.58
ITEM0000182,ORD0000771,INV000146,4,1363.08,5452.32
ITEM0000183,ORD0000715,INV000345,3,834.04,2502.12
ITEM0000184,ORD0000556,INV000483,5,367.47,1837.35
ITEM0000185,ORD0000814,INV000459,5,877.63,4388.15
ITEM0000186,ORD0000807,INV000270,2,1145.1,2290.2
ITEM0000187,ORD0000636,INV000360,1,949.77,949.77
ITEM0000188,ORD0000754,INV000464,3,860.99,2582.97
ITEM0000189,ORD0000528,INV000471,1,1015.42,1015.42
ITEM0000190,ORD0000910,INV000113,3,1081.51,3244.53
ITEM0000191,ORD0000114,INV000361,1,440.45,440.45
ITEM0000192,ORD0000375,INV000235,4,95.52,382.08
ITEM0000193,ORD0000634,INV000458,4,555.69,2222.76
ITEM0000194,ORD0000375,INV000097,1,1412.5,1412.5
ITEM0000195,ORD0000180,INV000330,3,32.25,96.75
ITEM0000196,ORD0000722,INV000389,5,1429.42,7147.1
ITEM0000197,ORD0000575,INV000433,1,677.15,677.15
ITEM0000198,ORD0000142,INV000205,2,359.62,719.24
ITEM0000199,ORD0000245,INV000069,3,1116.76,3350.28
ITEM0000200,ORD0000117,INV000370,5,949.45,4747.25
ITEM0000201,ORD0000756,INV000300,4,798.25,3193.0
ITEM0000202,ORD0000893,INV000373,5,476.82,2384.1
ITEM0000203,ORD0000772,INV000168,2,469.57,939.14
ITEM0000204,ORD0000329,INV000440,2,1450.2,2900.4
ITEM0000205,ORD0000920,INV000095,3,1447.26,4341.78
ITEM0000206,ORD0000516,INV000057,3,429.26,1287.78
ITEM0000207,ORD0000284,INV000241,4,1162.68,4650.72
ITEM0000208,ORD0000065,INV000462,1,788.73,788.73
ITEM0000209,ORD0000354,INV000181,3,859.84,2579.52
ITEM0000210,ORD0000498,INV000333,4,447.21,1788.84
ITEM0000211,ORD0000540,INV000049,5,996.76,4983.8
ITEM0000212,ORD0000482,INV000041,1,964.02,964.02
ITEM0000213,ORD0000695,INV000278,5,1083.79,5418.95
ITEM0000214,ORD0000922,INV000238,5,80.61,403.05
ITEM0000215,ORD0000463,INV000428,3,662.21,1986.63
ITEM0000216,ORD0000377,INV000035,5,243.0,1215.0
ITEM0000217,ORD0000193,INV000068,1,1246.7,1246.7
ITEM0000218,ORD0000090,INV000049,4,996.76,3987.04
ITEM0000219,ORD0000401,INV000229,1,559.66,559.66
ITEM0000220,ORD0000296,INV000387,2,415.46,830.92
ITEM0000221,ORD0000112,INV000081,1,48.39,48.39
ITEM0000222,ORD0000283,INV000346,2,431.17,862.34
ITEM0000223,ORD0000714,INV000306,1,1023.29,1023.29
ITEM0000224,ORD0000509,INV000008,2,631.74,1263.48
ITEM0000225,ORD0000896,INV000329,2,970.81,1941.62
ITEM0000226,ORD0000534,INV000499,2,247.93,495.86
ITEM0000227,ORD0000301,INV000138,1,855.1,855.1
ITEM0000228,ORD0000993,INV000341,4,554.92,2219.68
ITEM0000229,ORD0000955,INV000008,5,631.74,3158.7
ITEM0000230,ORD0000486,INV000444,2,552.08,1104.16
ITEM0000231,ORD0000431,INV000061,3,685.85,2057.55
ITEM0000232,ORD0000756,INV000051,4,833.85,3335.4
ITEM0000233,ORD0000299,INV000362,1,364.64,364.64
ITEM0000234,ORD0000065,INV000094,2,910.81,1821.62
ITEM0000235,ORD0000893,INV000332,1,343.68,343.68
ITEM0000236,ORD0000855,INV000260,2,1095.77,2191.54
ITEM0000237,ORD0000661,INV000462,5,788.73,3943.65
ITEM0000238,ORD0000422,INV000025,3,246.57,739.71
ITEM0000239,ORD0000352,INV000261,5,999.34,4996.7
ITEM0000240,ORD0000498,INV000197,3,266.73,800.19
ITEM0000241,ORD0000682,INV000025,5,246.57,1232.85
ITEM0000242,ORD0000863,INV000262,5,105.36,526.8
ITEM0000243,ORD0000456,INV000210,5,933.23,4666.15
ITEM0000244,ORD0000312,INV000324,4,503.38,2013.52
ITEM0000245,ORD0000136,INV000406,5,1186.61,5933.05
ITEM0000246,ORD0000176,INV000148,3,661.53,1984.59
ITEM0000247,ORD0000233,INV000482,3,168.29,504.87
ITEM0000248,ORD0000381,INV000173,4,687.9,2751.6
ITEM0000249,ORD0000789,INV000428,3,662.21,1986.63
ITEM0000250,ORD0000152,INV000415,1,251.16,251.16
ITEM0000251,ORD0000292,INV000292,3,865.76,2597.28
ITEM0000252,ORD0000980,INV000490,4,805.05,3220.2
ITEM0000253,ORD0000634,INV000075,2,101.02,202.04
ITEM0000254,ORD0000729,INV000180,2,685.74,1371.48
ITEM0000255,ORD0000293,INV000431,5,200.5,1002.5
ITEM0000256,ORD0000997,INV000258,2,647.95,1295.9
ITEM0000257,ORD0000860,INV000073,2,482.97,965.94
ITEM0000258,ORD0000166,INV000385,2,1036.2,2072.4
ITEM0000259,ORD0000120,INV000307,2,1297.05,2594.1
ITEM0000260,ORD0000325,INV000182,1,480.67,480.67
ITEM0000261,ORD0000130,INV000260,5,1095.77,5478.85
ITEM0000262,ORD0000267,INV000287,4,1147.42,4589.68
ITEM0000263,ORD0000189,INV000171,3,1399.32,4197.96
ITEM0000264,ORD0000576,INV000031,2,1171.27,2342.54
ITEM0000265,ORD0000682,INV000143,1,53.8,53.8
ITEM0000266,ORD0000353,INV000334,3,994.58,2983.74
ITEM0000267,ORD0000382,INV000354,2,1376.51,2753.02
ITEM0000268,ORD0000553,INV000443,4,205.23,820.92
ITEM0000269,ORD0000547,INV000191,2,928.1,1856.2
ITEM0000270,ORD0000125,INV000461,3,1083.49,3250.47
ITEM0000271,ORD0000415,INV000291,1,33.02,33.02
ITEM0000272,ORD0000787,INV000124,4,345.09,1380.36
ITEM0000273,ORD0000971,INV000368,2,71.28,142.56
ITEM0000274,ORD0000951,INV000350,4,84.62,338.48
ITEM0000275,ORD0000160,INV000364,3,588.73,1766.19
ITEM0000276,ORD0000994,INV000177,1,427.84,427.84
ITEM0000277,ORD0001000,INV000381,5,1202.72,6013.6
ITEM0000278,ORD0000340,INV000428,5,662.21,3311.05
ITEM0000279,ORD0000486,INV000337,3,1083.17,3249.51
ITEM0000280,ORD0000993,INV000261,3,999.34,2998.02
ITEM0000281,ORD0000683,INV000392,5,909.62,4548.1
ITEM0000282,ORD0000819,INV000374,2,1483.74,2967.48
ITEM0000283,ORD0000747,INV000337,5,1083.17,5415.85
ITEM0000284,ORD0000347,INV000331,4,515.89,2063.56
ITEM0000285,ORD0000750,INV000243,1,1198.78,1198.78
ITEM0000286,ORD0000922,INV000123,4,1470.86,5883.44
ITEM0000287,ORD0000143,INV000205,1,359.62,359.62
ITEM0000288,ORD0000120,INV000267,5,902.61,4513.05
ITEM0000289,ORD0000026,INV000463,3,225.92,677.76
ITEM0000290,ORD0000633,INV000469,4,790.59,3162.36
ITEM0000291,ORD0000457,INV000203,2,1037.02,2074.04
ITEM0000292,ORD0000095,INV000012,3,690.14,2070.42
ITEM0000293,ORD0000057,INV000310,3,763.47,2290.41
ITEM0000294,ORD0000657,INV000069,5,1116.76,5583.8
ITEM0000295,ORD0000598,INV000396,2,751.07,1502.14
ITEM0000296,ORD0000228,INV000346,5,431.17,2155.85
ITEM0000297,ORD0000201,INV000418,3,192.13,576.39
ITEM0000298,ORD0000086,INV000094,1,910.81,910.81
ITEM0000299,ORD0000870,INV000204,5,1499.06,7495.3
ITEM0000300,ORD0000694,INV000475,4,526.46,2105.84
ITEM0000301,ORD0001000,INV000463,1,225.92,225.92
ITEM0000302,ORD0000404,INV000398,5,1494.57,7472.85
ITEM0000303,ORD0000503,INV000322,2,497.89,995.78
ITEM0000304,ORD0000618,INV000379,3,511.86,1535.58
ITEM0000305,ORD0000524,INV000300,5,798.25,3991.25
ITEM0000306,ORD0000931,INV000396,1,751.07,751.07
ITEM0000307,ORD0000408,INV000155,3,1374.53,4123.59
ITEM0000308,ORD0000734,INV000190,2,1431.44,2862.88
ITEM0000309,ORD0000379,INV000057,4,429.26,1717.04
ITEM0000310,ORD0000382,INV000016,4,919.46,3677.84
ITEM0000311,ORD0000292,INV000287,1,1147.42,1147.42
ITEM0000312,ORD0000360,INV000030,3,319.06,957.18
ITEM0000313,ORD0000457,INV000148,3,661.53,1984.59
ITEM0000314,ORD0000090,INV000141,5,830.23,4151.15
ITEM0000315,ORD0000746,INV000340,2,803.35,1606.7
ITEM0000316,ORD0000760,INV000386,4,1091.59,4366.36
ITEM0000317,ORD0000823,INV000356,4,387.61,1550.44
ITEM0000318,ORD0000296,INV000280,4,1012.58,4050.32
ITEM0000319,ORD0000826,INV000273,2,274.72,549.44
ITEM0000320,ORD0000747,INV000198,4,749.01,2996.04
ITEM0000321,ORD0000143,INV000187,4,617.92,2471.68
ITEM0000322,ORD0000613,INV000216,5,1246.56,6232.8
ITEM0000323,ORD0000148,INV000466,1,622.38,622.38
ITEM0000324,ORD0000311,INV000367,2,1158.39,2316.78
ITEM0000325,ORD0000889,INV000351,4,582.32,2329.28
ITEM0000326,ORD0000344,INV000230,5,883.07,4415.35
ITEM0000327,ORD0000956,INV000431,1,200.5,200.5
ITEM0000328,ORD0000775,INV000087,5,420.99,2104.95
ITEM0000329,ORD0000091,INV000418,4,192.13,768.52
ITEM0000330,ORD0000420,INV000207,1,415.35,415.35
ITEM0000331,ORD0000425,INV000214,3,1122.48,3367.44
ITEM0000332,ORD0000570,INV000308,2,662.45,1324.9
ITEM0000333,ORD0000728,INV000448,4,197.35,789.4
ITEM0000334,ORD0000774,INV000025,5,246.57,1232.85
ITEM0000335,ORD0000205,INV000438,2,750.65,1501.3
ITEM0000336,ORD0000853,INV000408,2,103.29,206.58
ITEM0000337,ORD0000297,INV000426,4,1208.01,4832.04
ITEM0000338,ORD0000503,INV000357,5,171.22,856.1
ITEM0000339,ORD0000843,INV000007,1,870.48,870.48
ITEM0000340,ORD0000855,INV000500,3,26.06,78.18
ITEM0000341,ORD0000312,INV000457,5,1064.57,5322.85
ITEM0000342,ORD0000573,INV000324,4,503.38,2013.52
ITEM0000343,ORD0000230,INV000205,4,359.62,1438.48
ITEM0000344,ORD0000811,INV000206,1,1489.07,1489.07
ITEM0000345,ORD0000158,INV000200,1,1001.93,1001.93
ITEM0000346,ORD0000308,INV000398,3,1494.57,4483.71
ITEM0000347,ORD0000128,INV000362,4,364.64,1458.56
ITEM0000348,ORD0000428,INV000042,3,1409.16,4227.48
ITEM0000349,ORD0000504,INV000099,2,1195.36,2390.72
ITEM0000350,ORD0000030,INV000275,2,109.03,218.06
ITEM0000351,ORD0000784,INV000150,1,659.45,659.45
ITEM0000352,ORD0000505,INV000234,3,153.54,460.62
ITEM0000353,ORD0000614,INV000350,1,84.62,84.62
ITEM0000354,ORD0000596,INV000122,3,328.5,985.5
ITEM0000355,ORD0000580,INV000318,4,1062.89,4251.56
ITEM0000356,ORD0000890,INV000339,4,1129.82,4519.28
ITEM0000357,ORD0000644,INV000005,3,107.44,322.32
ITEM0000358,ORD0000998,INV000216,4,1246.56,4986.24
ITEM0000359,ORD0000383,INV000379,1,511.86,511.86
ITEM0000360,ORD0000751,INV000084,5,130.5,652.5
ITEM0000361,ORD0000018,INV000342,5,695.21,3476.05
ITEM0000362,ORD0000167,INV000067,3,1425.31,4275.93
ITEM0000363,ORD0000060,INV000004,5,90.03,450.15
ITEM0000364,ORD0000328,INV000273,2,274.72,549.44
ITEM0000365,ORD0000900,INV000073,4,482.97,1931.88
ITEM0000366,ORD0000366,INV000465,2,33.31,66.62
ITEM0000367,ORD0000055,INV000048,2,549.51,1099.02
ITEM0000368,ORD0000370,INV000011,3,477.68,1433.04
ITEM0000369,ORD0000652,INV000119,4,1055.77,4223.08
ITEM0000370,ORD0000050,INV000134,3,1490.91,4472.73
ITEM0000371,ORD0000299,INV000038,3,461.26,1383.78
ITEM0000372,ORD0000655,INV000063,5,369.76,1848.8
ITEM0000373,ORD0000527,INV000452,1,1071.82,1071.82
ITEM0000374,ORD0000785,INV000046,2,1349.76,2699.52
ITEM0000375,ORD0000784,INV000336,2,1247.86,2495.72
ITEM0000376,ORD0000614,INV000238,1,80.61,80.61
ITEM0000377,ORD0000557,INV000328,2,1006.82,2013.64
ITEM0000378,ORD0000894,INV000233,3,329.82,989.46
ITEM0000379,ORD0000847,INV000158,3,1287.31,3861.93
ITEM0000380,ORD0000278,INV000415,3,251.16,753.48
ITEM0000381,ORD0000099,INV000194,3,73.76,221.28
ITEM0000382,ORD0000594,INV000256,5,683.3,3416.5
ITEM0000383,ORD0000844,INV000171,3,1399.32,4197.96
ITEM0000384,ORD0000014,INV000409,2,1154.9,2309.8
ITEM0000385,ORD0000531,INV000328,2,1006.82,2013.64
ITEM0000386,ORD0000382,INV000021,3,309.38,928.14
ITEM0000387,ORD0000422,INV000237,4,995.84,3983.36
ITEM0000388,ORD0000944,INV000303,3,905.59,2716.77
ITEM0000389,ORD0000105,INV000158,2,1287.31,2574.62
ITEM0000390,ORD0000159,INV000202,2,1418.13,2836.26
ITEM0000391,ORD0000227,INV000196,5,799.09,3995.45
ITEM0000392,ORD0000815,INV000234,2,153.54,307.08
ITEM0000393,ORD0000629,INV000102,5,1234.38,6171.9
ITEM0000394,ORD0000867,INV000223,5,1013.88,5069.4
ITEM0000395,ORD0000730,INV000322,5,497.89,2489.45
ITEM0000396,ORD0000720,INV000279,5,1325.6,6628.0
ITEM0000397,ORD0000428,INV000409,1,1154.9,1154.9
ITEM0000398,ORD0000939,INV000490,4,805.05,3220.2
ITEM0000399,ORD0000120,INV000456,1,763.44,763.44
ITEM0000400,ORD0000946,INV000009,2,1402.39,2804.78
ITEM0000401,ORD0000492,INV000306,1,1023.29,1023.29
ITEM0000402,ORD0000320,INV000015,3,557.44,1672.32
ITEM0000403,ORD0000143,INV000131,3,1234.06,3702.18
ITEM0000404,ORD0000912,INV000368,4,71.28,285.12
ITEM0000405,ORD0000536,INV000372,5,443.7,2218.5
ITEM0000406,ORD0000177,INV000244,3,27.22,81.66
ITEM0000407,ORD0000030,INV000376,3,538.68,1616.04
ITEM0000408,ORD0000228,INV000246,1,1113.87,1113.87
ITEM0000409,ORD0000878,INV000019,2,1335.12,2670.24
ITEM0000410,ORD0000705,INV000335,2,897.88,1795.76
ITEM0000411,ORD0000315,INV000264,2,836.77,1673.54
ITEM0000412,ORD0000215,INV000156,2,954.0,1908.0
ITEM0000413,ORD0000081,INV000275,2,109.03,218.06
ITEM0000414,ORD0000708,INV000037,4,303.36,1213.44
ITEM0000415,ORD0000080,INV000033,1,1322.72,1322.72
ITEM0000416,ORD0000794,INV000355,1,675.66,675.66
ITEM0000417,ORD0000776,INV000208,4,1250.09,5000.36
ITEM0000418,ORD0000044,INV000013,4,808.76,3235.04
ITEM0000419,ORD0000111,INV000449,2,1193.37,2386.74
ITEM0000420,ORD0000813,INV000198,1,749.01,749.01
ITEM0000421,ORD0000608,INV000471,5,1015.42,5077.1
ITEM0000422,ORD0000481,INV000362,1,364.64,364.64
ITEM0000423,ORD0000931,INV000435,1,376.16,376.16
ITEM0000424,ORD0000045,INV000094,3,910.81,2732.43
ITEM0000425,ORD0000309,INV000266,1,1302.8,1302.8
ITEM0000426,ORD0000773,INV000396,1,751.07,751.07
ITEM0000427,ORD0000802,INV000305,1,1132.9,1132.9
ITEM0000428,ORD0000943,INV000320,1,616.11,616.11
ITEM0000429,ORD0000211,INV000036,5,1308.89,6544.45
ITEM0000430,ORD0000923,INV000213,5,1099.88,5499.4
ITEM0000431,ORD0000190,INV000205,2,359.62,719.24
ITEM0000432,ORD0000030,INV000439,3,139.62,418.86
ITEM0000433,ORD0000150,INV000374,1,1483.74,1483.74
ITEM0000434,ORD0000972,INV000265,3,1006.67,3020.01
ITEM0000435,ORD0000357,INV000276,5,1120.44,5602.2
ITEM0000436,ORD0000165,INV000017,3,1003.46,3010.38
ITEM0000437,ORD0000800,INV000380,5,554.18,2770.9
ITEM0000438,ORD0000248,INV000294,5,261.95,1309.75
ITEM0000439,ORD0000584,INV000408,5,103.29,516.45
ITEM0000440,ORD0000102,INV000236,1,1423.77,1423.77
ITEM0000441,ORD0000782,INV000359,5,98.9,494.5
ITEM0000442,ORD0000542,INV000314,1,1364.03,1364.03
ITEM0000443,ORD0000733,INV000237,2,995.84,1991.68
ITEM0000444,ORD0000988,INV000452,2,1071.82,2143.64
ITEM0000445,ORD0000176,INV000178,3,1298.56,3895.68
ITEM0000446,ORD0000005,INV000408,5,103.29,516.45
ITEM0000447,ORD0000947,INV000263,1,650.66,650.66
ITEM0000448,ORD0000943,INV000465,2,33.31,66.62
