order_id,order_date,customer_id,payment_type_id,order_channel,order_status,order_total
ORD0000166,2025-10-31,CUS000193,PAY002,Mobile App,Pending,7844.86
ORD0000167,2025-04-05,CUS000068,PAY003,In Store,Completed,17286.32
ORD0000168,2024-04-30,CUS000199,PAY002,Online,Returned,0.0
ORD0000169,2025-08-25,CUS000177,PAY003,Curbside Pickup,Processing,11779.630000000001
ORD0000170,2025-09-22,CUS000036,PAY002,Online,Pending,3029.6
ORD0000171,2025-08-06,CUS000090,PAY005,Mobile App,Cancelled,1766.22
ORD0000172,2025-07-05,CUS000044,PAY003,Mobile App,Shipped,4589.68
ORD0000173,2025-08-09,CUS000069,PAY005,In Store,Processing,16793.43
ORD0000174,2025-02-25,CUS000016,PAY003,Online,Returned,9884.37
ORD0000175,2024-05-15,CUS000064,PAY002,Mobile App,Processing,18024.55
ORD0000176,2025-11-23,CUS000101,PAY004,Online,Cancelled,25442.12
ORD0000177,2025-10-09,CUS000069,PAY006,Curbside Pickup,Completed,81.66
ORD0000178,2025-04-07,CUS000020,PAY006,In Store,Completed,1102.85
ORD0000179,2025-06-11,CUS000192,PAY003,Mobile App,Completed,2818.32
ORD0000180,2025-05-14,CUS000084,PAY005,In Store,Returned,1959.17
ORD0000181,2024-04-05,CUS000188,PAY004,Mobile App,Pending,13136.56
ORD0000182,2025-07-01,CUS000102,PAY002,Curbside Pickup,Processing,9666.95
ORD0000183,2025-05-21,CUS000069,PAY003,Mobile App,Shipped,2892.5099999999998
ORD0000184,2025-07-14,CUS000148,PAY002,Curbside Pickup,Shipped,23418.45
ORD0000185,2025-11-29,CUS000196,PAY001,In Store,Pending,17799.45
ORD0000186,2025-10-03,CUS000118,PAY001,In Store,Processing,12824.39
ORD0000187,2025-03-27,CUS000117,PAY001,Curbside Pickup,Processing,7669.6900000000005
ORD0000188,2025-12-06,CUS000034,PAY006,Mobile App,Processing,7597.389999999999
ORD0000189,2024-10-07,CUS000024,PAY006,Mobile App,Shipped,11739.17
ORD0000190,2024-03-25,CUS000096,PAY006,Online,Pending,16696.1
ORD0000191,2025-02-09,CUS000161,PAY003,Online,Completed,2157.86
ORD0000192,2025-11-02,CUS000024,PAY006,In Store,Pending,6998.95
ORD0000193,2024-08-06,CUS000123,PAY001,Online,Cancelled,8449.78
ORD0000194,2024-08-19,CUS000133,PAY006,Curbside Pickup,Pending,3509.2
ORD0000195,2024-01-09,CUS000179,PAY003,In Store,Completed,3392.5
ORD0000196,2025-12-11,CUS000034,PAY004,In Store,Processing,8069.27
ORD0000197,2025-01-27,CUS000023,PAY006,In Store,Pending,9792.66
ORD0000198,2024-11-16,CUS000095,PAY003,Online,Completed,11685.300000000001
ORD0000199,2024-05-16,CUS000165,PAY006,Online,Pending,1325.6
ORD0000200,2025-06-27,CUS000145,PAY001,Online,Completed,12993.66
ORD0000201,2024-12-25,CUS000185,PAY002,Online,Completed,10463.48
ORD0000202,2025-09-22,CUS000176,PAY004,Online,Pending,617.37
ORD0000203,2024-04-12,CUS000036,PAY001,Curbside Pickup,Shipped,9266.52
ORD0000204,2025-03-15,CUS000081,PAY002,Online,Shipped,11922.82
ORD0000205,2025-10-22,CUS000022,PAY002,Mobile App,Returned,13522.7
ORD0000206,2024-01-28,CUS000169,PAY003,Online,Cancelled,7043.5
ORD0000207,2025-09-13,CUS000131,PAY002,Curbside Pickup,Shipped,11157.65
ORD0000208,2025-10-23,CUS000014,PAY002,Curbside Pickup,Completed,5482.8
ORD0000209,2024-04-25,CUS000062,PAY004,In Store,Cancelled,8983.26
ORD0000210,2024-01-13,CUS000093,PAY003,Online,Completed,3228.72
ORD0000211,2025-08-05,CUS000108,PAY003,Online,Completed,10847.91
ORD0000212,2024-03-15,CUS000005,PAY005,In Store,Pending,7197.89
ORD0000213,2024-09-25,CUS000056,PAY001,In Store,Completed,2184.48
ORD0000214,2025-06-02,CUS000074,PAY006,Curbside Pickup,Completed,0.0
ORD0000215,2025-12-19,CUS000103,PAY001,Online,Shipped,16971.32
ORD0000216,2024-03-26,CUS000080,PAY001,Online,Processing,3929.3599999999997
ORD0000217,2025-07-03,CUS000084,PAY004,In Store,Shipped,6390.87
ORD0000218,2025-12-16,CUS000112,PAY006,Online,Pending,7774.889999999999
ORD0000219,2024-09-07,CUS000023,PAY004,In Store,Completed,10096.76
ORD0000220,2025-09-18,CUS000156,PAY001,Mobile App,Returned,12983.8
ORD0000221,2025-11-04,CUS000190,PAY002,In Store,Pending,4089.24
ORD0000222,2025-12-25,CUS000036,PAY006,In Store,Processing,7915.09
ORD0000223,2025-05-23,CUS000089,PAY005,Mobile App,Processing,0.0
ORD0000224,2025-01-15,CUS000033,PAY006,Mobile App,Returned,6915.89
ORD0000225,2024-04-30,CUS000198,PAY001,Mobile App,Completed,4026.89
ORD0000226,2024-10-05,CUS000135,PAY001,Mobile App,Returned,14233.51
ORD0000227,2025-08-13,CUS000161,PAY001,Curbside Pickup,Completed,4976.5199999999995
ORD0000228,2025-06-07,CUS000093,PAY001,Curbside Pickup,Cancelled,11351.07
ORD0000229,2024-06-19,CUS000095,PAY002,Mobile App,Pending,1496.12
ORD0000230,2025-08-10,CUS000173,PAY006,In Store,Processing,7321.54
ORD0000231,2025-06-05,CUS000001,PAY001,In Store,Processing,3807.05
ORD0000232,2024-02-17,CUS000121,PAY003,Curbside Pickup,Processing,14332.08
ORD0000233,2024-07-02,CUS000010,PAY005,Curbside Pickup,Processing,7959.42
ORD0000234,2024-11-25,CUS000064,PAY004,Mobile App,Shipped,5556.12
ORD0000235,2024-03-20,CUS000147,PAY003,In Store,Cancelled,2464.24
ORD0000236,2025-11-20,CUS000014,PAY002,Online,Cancelled,6207.14
ORD0000237,2024-02-17,CUS000103,PAY001,Curbside Pickup,Shipped,0.0
ORD0000238,2024-11-14,CUS000084,PAY001,Curbside Pickup,Pending,3644.92
ORD0000239,2025-01-12,CUS000052,PAY003,Mobile App,Returned,11508.61
ORD0000240,2025-09-29,CUS000063,PAY004,Mobile App,Cancelled,18462.38
ORD0000241,2025-05-20,CUS000198,PAY002,Online,Processing,1161.26
ORD0000242,2024-01-07,CUS000105,PAY001,Online,Cancelled,14910.789999999999
ORD0000243,2024-12-20,CUS000163,PAY006,In Store,Shipped,3444.7200000000003
ORD0000244,2024-01-02,CUS000195,PAY006,Curbside Pickup,Returned,4616.62
ORD0000245,2024-11-10,CUS000027,PAY002,Online,Completed,17135.26
ORD0000246,2025-05-18,CUS000016,PAY002,Mobile App,Pending,7509.879999999999
ORD0000247,2024-02-14,CUS000060,PAY005,Curbside Pickup,Returned,11014.39
ORD0000248,2025-01-16,CUS000118,PAY006,In Store,Cancelled,2740.21
ORD0000249,2024-04-07,CUS000130,PAY002,Curbside Pickup,Pending,6383.08
ORD0000250,2025-08-29,CUS000146,PAY001,Curbside Pickup,Returned,2369.78
ORD0000251,2024-05-13,CUS000061,PAY003,Mobile App,Shipped,9628.52
ORD0000252,2025-02-06,CUS000180,PAY006,Mobile App,Shipped,4730.95
ORD0000253,2025-04-08,CUS000070,PAY002,In Store,Processing,7158.27
ORD0000254,2024-05-19,CUS000200,PAY005,In Store,Processing,17696.08
ORD0000255,2024-04-18,CUS000043,PAY004,Curbside Pickup,Shipped,1798.0900000000001
ORD0000256,2025-02-20,CUS000031,PAY005,Mobile App,Processing,0.0
ORD0000257,2025-04-07,CUS000079,PAY004,Mobile App,Pending,10385.33
ORD0000258,2024-04-02,CUS000041,PAY006,Mobile App,Returned,7914.200000000001
ORD0000259,2025-12-14,CUS000155,PAY001,Online,Shipped,5572.16
ORD0000260,2024-05-31,CUS000024,PAY006,Online,Shipped,875.3199999999999
ORD0000261,2025-02-09,CUS000132,PAY001,Mobile App,Shipped,8749.27
ORD0000262,2024-06-27,CUS000008,PAY004,Curbside Pickup,Cancelled,0.0
ORD0000263,2025-07-17,CUS000064,PAY001,Curbside Pickup,Pending,13632.33
ORD0000264,2024-05-23,CUS000032,PAY001,In Store,Processing,2109.3
ORD0000265,2024-05-13,CUS000051,PAY004,Mobile App,Returned,8299.21
ORD0000266,2025-10-07,CUS000166,PAY001,Mobile App,Pending,13557.29
ORD0000267,2024-01-23,CUS000017,PAY002,Curbside Pickup,Processing,16521.97
ORD0000268,2024-04-04,CUS000085,PAY001,In Store,Completed,8231.57
ORD0000269,2024-02-21,CUS000044,PAY005,Curbside Pickup,Returned,2565.3
ORD0000270,2025-02-08,CUS000128,PAY001,Curbside Pickup,Returned,7930.12
ORD0000271,2025-03-12,CUS000045,PAY003,Online,Processing,4597.3
ORD0000272,2024-10-08,CUS000072,PAY004,Online,Pending,8516.970000000001
ORD0000273,2025-09-20,CUS000159,PAY005,Online,Returned,1018.03
ORD0000274,2024-10-29,CUS000128,PAY004,Curbside Pickup,Pending,11684.150000000001
ORD0000275,2024-03-30,CUS000072,PAY004,Online,Completed,9875.74
ORD0000276,2024-07-23,CUS000165,PAY005,Online,Returned,6935.45
ORD0000277,2025-07-10,CUS000005,PAY004,Mobile App,Completed,3534.15
ORD0000278,2025-07-11,CUS000125,PAY003,Mobile App,Completed,860.9200000000001
ORD0000279,2024-10-03,CUS000047,PAY001,Mobile App,Cancelled,3745.49
ORD0000280,2024-08-12,CUS000008,PAY003,In Store,Completed,5994.58
ORD0000281,2025-06-26,CUS000092,PAY005,Online,Processing,13737.91
ORD0000282,2024-04-12,CUS000064,PAY006,Online,Shipped,8308.61
ORD0000283,2025-06-30,CUS000189,PAY001,Online,Cancelled,5873.93
ORD0000284,2025-02-01,CUS000091,PAY002,Online,Processing,7492.4400000000005
ORD0000285,2025-08-29,CUS000082,PAY006,Mobile App,Cancelled,1255.8
ORD0000286,2024-01-29,CUS000181,PAY006,Mobile App,Cancelled,11284.98
ORD0000287,2025-07-31,CUS000037,PAY005,Online,Completed,11462.98
ORD0000288,2025-07-09,CUS000080,PAY002,Curbside Pickup,Pending,4349.83
ORD0000289,2024-04-02,CUS000015,PAY002,Online,Pending,10122.199999999999
ORD0000290,2025-06-23,CUS000123,PAY001,Mobile App,Cancelled,5734.38
ORD0000291,2024-07-25,CUS000034,PAY003,Online,Shipped,8884.23
ORD0000292,2024-03-01,CUS000006,PAY002,Online,Pending,16633.62
ORD0000293,2025-06-22,CUS000094,PAY001,Mobile App,Returned,4613.13
ORD0000294,2025-11-09,CUS000102,PAY005,In Store,Shipped,896.87
ORD0000295,2024-11-05,CUS000083,PAY002,Online,Returned,4323.88
ORD0000296,2025-03-23,CUS000164,PAY004,Mobile App,Processing,4881.24
ORD0000297,2025-12-25,CUS000144,PAY006,Mobile App,Processing,13483.96
ORD0000298,2025-11-12,CUS000151,PAY002,Curbside Pickup,Shipped,12265.09
ORD0000299,2025-12-06,CUS000076,PAY002,Online,Returned,4863.27
ORD0000300,2024-01-02,CUS000180,PAY005,Curbside Pickup,Cancelled,0.0
ORD0000301,2024-02-03,CUS000047,PAY005,Mobile App,Cancelled,1306.1
ORD0000302,2024-08-14,CUS000164,PAY005,In Store,Completed,9479.6
ORD0000303,2024-05-24,CUS000085,PAY006,In Store,Processing,10195.96
ORD0000304,2024-12-21,CUS000082,PAY002,In Store,Returned,8647.11
ORD0000305,2025-11-17,CUS000164,PAY006,Mobile App,Completed,1915.25
ORD0000306,2024-01-12,CUS000068,PAY002,Online,Returned,11535.18
ORD0000307,2024-03-10,CUS000090,PAY003,In Store,Returned,21723.260000000002
ORD0000308,2024-01-02,CUS000013,PAY004,Curbside Pickup,Returned,6003.89
ORD0000309,2025-03-05,CUS000043,PAY004,Curbside Pickup,Completed,8691.42
ORD0000310,2024-12-25,CUS000140,PAY004,In Store,Completed,3515.68
ORD0000311,2025-08-14,CUS000167,PAY006,Online,Processing,7352.24
ORD0000312,2025-04-07,CUS000019,PAY001,Mobile App,Pending,11667.390000000001
ORD0000313,2024-11-22,CUS000067,PAY001,In Store,Shipped,5458.6
ORD0000314,2024-06-23,CUS000097,PAY002,In Store,Cancelled,1953.02
ORD0000315,2024-04-05,CUS000087,PAY005,Curbside Pickup,Returned,6402.26
ORD0000316,2024-02-01,CUS000111,PAY006,Online,Cancelled,1755.48
ORD0000317,2025-03-20,CUS000041,PAY001,In Store,Shipped,6449.57
ORD0000318,2024-07-29,CUS000049,PAY004,Mobile App,Returned,2477.68
ORD0000319,2024-10-15,CUS000077,PAY002,In Store,Pending,6138.43
ORD0000320,2025-02-06,CUS000147,PAY005,Curbside Pickup,Processing,5237.5
ORD0000321,2024-02-25,CUS000093,PAY001,Curbside Pickup,Pending,4960.14
ORD0000322,2024-10-28,CUS000170,PAY006,Curbside Pickup,Processing,4787.77
ORD0000323,2024-04-09,CUS000007,PAY002,Online,Returned,8948.8
ORD0000324,2024-10-25,CUS000021,PAY004,In Store,Shipped,17933.949999999997
ORD0000325,2025-02-11,CUS000121,PAY004,Mobile App,Pending,14928.52
ORD0000326,2025-10-19,CUS000140,PAY004,Online,Shipped,8146.98
ORD0000327,2025-01-25,CUS000095,PAY002,Curbside Pickup,Pending,476.82
ORD0000328,2024-09-26,CUS000113,PAY004,Mobile App,Processing,3825.94
ORD0000329,2024-10-02,CUS000145,PAY001,Online,Returned,7137.9
ORD0000330,2025-11-14,CUS000025,PAY001,Mobile App,Cancelled,2998.12
ORD0000331,2025-02-27,CUS000194,PAY005,Online,Cancelled,13288.32
ORD0000332,2024-03-03,CUS000100,PAY005,Curbside Pickup,Cancelled,2244.96
ORD0000333,2025-12-04,CUS000122,PAY005,Online,Completed,7695.509999999999
ORD0000334,2024-11-02,CUS000021,PAY004,In Store,Cancelled,6742.68
ORD0000335,2025-08-07,CUS000133,PAY005,Online,Pending,1721.98
ORD0000336,2025-04-04,CUS000045,PAY002,Online,Processing,1681.18
ORD0000337,2024-05-09,CUS000011,PAY004,In Store,Returned,9621.21
ORD0000338,2025-03-21,CUS000052,PAY006,Online,Cancelled,9703.65
ORD0000339,2024-09-21,CUS000082,PAY006,In Store,Pending,0.0
ORD0000340,2025-02-01,CUS000143,PAY004,Mobile App,Shipped,5684.02
ORD0000341,2025-06-16,CUS000118,PAY001,Curbside Pickup,Pending,2186.48
ORD0000342,2025-02-28,CUS000039,PAY002,In Store,Pending,0.0
ORD0000343,2025-07-30,CUS000200,PAY001,Mobile App,Cancelled,5337.2699999999995
ORD0000344,2024-12-18,CUS000106,PAY003,Curbside Pickup,Returned,6234.59
ORD0000345,2025-05-12,CUS000147,PAY005,Curbside Pickup,Pending,16924.489999999998
